Summary,Issue key,Issue Type,Status,Project key,Project name,Project type,Project description,Project url,Priority,Description
Story filter gets hidden on moving to Fullscreen mode,FPA34-7162,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"* *Issue Description:*

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛濞堟仧rently, the visualization is based on the DWC model view. The story has multiple story filters and these filters gets hidden when fullscreen mode is on.
 * *+Workflow+***
 ## Open story in view mode. !image-2021-09-17-13-20-57-840.png!
 ## Click on Fullscreen as highlighted. !image-2021-09-17-13-21-41-411.png!
 ## . The story filter gets disabled. !image-2021-09-17-13-21-58-777.png!
 ## Now user needs to enable the story filters in fullscreen mode, to use it again. Story filters should appear automatically when moving to fullscreen mode. !image-2021-09-17-13-22-06-094.png!
 ## End
 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?Why this feature is important*
 * 
 ** We are working on a Data Plane Front Runner projects and developing CFO Dashboard which will be bundled in the release
 闂?
Embed App design widget/component in Standard Story,FPA34-7137,Activity,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,Hi"
CE: Future DWC Integration - Migration,FPA34-7155,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,
Value help in master data import job does not list all values,FPA34-7062,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Dear colleagues,

when importing master data from S/4HANA the value help for filter on members in the query does not list all values. It's described in the screen actually, but frankly there is no way to list all available values from source. The user needs to know the filter ID to search for it. Strangely one value usually is listed if there is no search string applied.

Hence, overall kind of a strange UX to filter on values in source system. Almost impossible if you don't know the exact filter ID.

The requirement is to *show all available filter values in the filter list*, either on opening or by searching with empty string.

See attached video for an example.

Kind regards
 Christoph"
Show connection information in Data Management list,FPA34-7063,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Hi colleagues,

data management list show at each import job only the connection type like ""SAP S/4HANA"", but there is no information on connection ID or description. Customer could load from different source system of same type.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

The requirement is to *show connection ID and/or description* as well or instead of connection type.

See screenshot for details.

Kind regards
 Chris"
Add user information to import/export job in Data Management,FPA34-7064,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Hi colleagues,

in Data Management tab the *user information on each import/export job execution* would be valuable. Not only date, time and duration.

See screenshot for details.

Kind regards
Christoph"
Can't remove SAC measure,FPA34-7153,Bug,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Hey colleagues,

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

I am facing a bug in SAC.

I blended 2 data models and have the data shown in a table. I just can't remove one measure. It will always show 1 measure from each datamodel (both based on HANA live connection)

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

I can demo the problem anytime, just ping me in MS Teams.

!2021-09-14_10-24-24.png!!2021-09-14_10-26-14"
It's hard to find renamed entities,FPA34-7152,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"There have been a few customer tickets that reported missing measure/dimension which in the end were because customer forgot they renamed those entities.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Currently, after renaming an entity, it shows a warning in the build panel. Most of the time, people will choose""Do not show again"" to save the real estate in the build panel. After that, there is almost no visual indicator to tell if there was a renaming ever happened or which entity has been renamed. The only way to find out if an entity was renamed involves clicking the ""..."" of that entity in build panel. it becomes difficult to figure out when the renamed entity is not in the build panel and there are a lot of entities in model which are quit common for real world stories in production.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Hope that is an easy way to:
 # Tell user there are renamed entities in the story
 # Show which entities were renamed with some visual cue

Thanks

FYI. [~I819055], [~I866445]

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

!image-2021-09-13-17-38-30-"
[Reporting] Export : self-service export performance improvement,FPA34-7080,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Export to : self-service ""export to"" performance need to be improve when use in conjonction of the paginated feature.

See attachement for measurement of existing feature / comparison to WebI/ PdM Expectation.闂?
Filters/Input Controls - Different options for quick filtering using dimension attributes,FPA34-7148,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,Background:"
Planning: delete data API,FPA34-7131,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"*Customers*

This is a requirement from our partner闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝庡墮婵＄⒓lysis Prime's clients:
 * Nvidia
 * Simplot

Additionally, this client will likely look for the functionality in the near term:
 * Warner Music Group (WMG)

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

*Requirement*

In their app, there is a button with script to move a purchase order reco""init"" status to ""in progress"" status by copying a new record, and then delete the data of the original ""init"" record.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

They tried the闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閸撗冨灡tUserInput API with empty value, but闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪缁涘鍋撴稊绨塭ntly not possible as documented in [https://help.sap.com/viewer/00f68c2e08b941f081002fd3691d86a7/release/en-US/73fbf0e96c054d7aa58c404addeeaab4.html] only accepting a number or for BPC Key figure also characters.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

*Workaround*

Now the workaround is to trigger a data action to delete data, but the performance is not good.

A simplified app: [https://master-toggle-app-design.eu2cnry.projectorca.cloud/sap/fpa/ui/tenants/fd23e/app.html#/analyticapp&/aa/75200D87C24438AFE301051CE1D9358D/?resourceSubType=APPLICATION&resourceType=STORY]

Recording of this simplifed app: attached.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

*Additional Comment from the partner:*闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Using a script to enter a value into a table is dramatically faster than passing a parameter and waiting for a data action to run.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?This would be a well-received benefit for performance if the"
ACN Support for SAC Workspace concept,FPA34-7101,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"During Lifecycle Management of SAC content, the user should be able to transport Workspace Objects and Content stored in the workspace from one tenant to another tenant.

Following are key scenarios to be considered.
h1. Transport of Workspace Object.
 * While creating Package Workspace objects should be listed under Object type.
 * Users can choose the required workspace to be included as part of the package.
 * Details of Workspace
 ** Workspace Name.
 ** Workspace Description.
 * Transport of security.
 ** Workspace Assignments to Teams ( Need to support when ACN support transport of Security with teams ).

h1. Creation of Package including content cross workspace and Public Folder.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 * While creating packages, user should be able to include objects from different workspace.
 * Workspace Category should be listed under Files

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

!image-2021-08-06-15-07-05-250.png!

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 * Users can choose Objects in Public/System folders/Workspace sections.
 * While ACN identifying th, the dependency could lie across different sections.

*For example,* The story in Workspace could have a dependency on Model available in Public Folder.
 * Include workspace information in Package Overview > Objects in the Package

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
h1. Creation of Package including content workspace Folder type.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱喗鍊愰柡宀嬬節瀹曟帒螣鐞涒€充壕闁哄稁鍋€閸嬫挸顫濇潏鈺傛啱sers can create System Folders and Personal Folders in the workspace.
 * Users should be able to transport System folders and Content via ACN.,闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 * Users should be able to transport Private folder content Via ACN.

h1. Import of Packages including Workspace Content

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 * Users should be able to import content to the respective location. The path of the objects should include Workspace in the beginning.

<Workspace>/<Folder Path>/<Object>
 * Import dialog > Content > import location should be shown with the Workspace information.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
h1. Behavior when Choosing Import to folder,

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

*Sample Package*
|*Name*|*Description*|*Import Location*|*Comments*|
|*g|Marketing Content|My Files/Public|Folder in Public Workspace.|
|Online Marketing|Online Marketing|My Files/Public/Marketing|Folder in Public Workspace.|
|General Finance|Details about General Fiance|Finance/ General Finance.|Workspace: Finance
 Folder: General Finance.
 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐?
|Corporate Finance|Corporate Finance|Finance/ Corporate Finance|Workspace: Finance
 Folder: Corporate Finance.
 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐?
|闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺戠暆鐎ｎ剛鏆ら梺鍝勮閸旀垿骞冮姀銈呭窛濠电姴瀚槐鏇㈡⒒娴ｅ摜绉烘い銉︽崌閸╃偤宕掗悙绮规嫼闁荤姵浜介崝宀勫几閹达附鐓涢悗锝庝憾閻撳吋顨ラ悙鑼缂侇喗宀搁弫鍐磼濞戞艾寮抽梻浣虹帛閺屻劑骞夐敓鐘冲€舵い鏇楀亾闁哄瞼鍠愰ˇ鐗堟償濡粯鏆?
|闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺戠暆鐎ｎ剛鏆ら梺鍝勮閸旀垿骞冮姀銈呭窛濠电姴瀚槐鏇㈡⒒娴ｅ摜绉烘い銉︽崌閸╃偤宕掗悙绮规嫼闁荤姵浜介崝宀勫几閹达附鐓涢悗锝庝憾閻撳吋顨ラ悙鑼缂侇喗宀搁弫鍐磼濞戞艾寮抽梻浣虹帛閺屻劑骞夐敓鐘冲€舵い鏇楀亾闁哄瞼鍠愰ˇ鐗堟償濡粯鏆?

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 * By default, Import To folder should show default location.

(Work with UX for proper name )

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?!image-2021-08-06-15-07-22-083.png!
 * When a user does not change the default location, the objects should be imported in the respective import location. <Workspace>/Folder
 * When the user changes the default location, all the object's path needs to be updated with the new location.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

For example, if user change the _default location_ to *_General_Space/Content._* _All the object should be imported to relevant locatiotion*|*New location*|
|*Folder*|闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺戠暆鐎ｎ剛鏆ら梺鍝勮閸旀垿骞冮姀銈呭窛濠电姴瀚槐鏇㈡⒒娴ｅ摜绉烘い銉︽崌閸╃偤宕掗悙绮规嫼闁荤姵浜介崝宀勫几閹达附鐓涢悗锝庝憾閻撳吋顨ラ悙鑼缂?
|Marketing|Marketing Content|My Files/Public|_General Space/Content_|
|Online Marketing|Online Marketing|My Files/Public/Marketing|_General Space/Content/Marketing_|
|General Finance|Details about General Fiance|Finance/ General Finance.|_General Space/Content/General Finance_|
|Corporate Finance|Corporate Finance|Finance/ Corporate Finance|_General Space/Content/Corporate Finance._|

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 * When a user wants to modify specific Objects' locations. User switches ON Override Folder Import Location. System should allow to change the location of specific objects

!image-2021-08-06-15-07-58-885.png! 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
h2. *Behavior when Workspace not Available in Destination.*

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 * Users can Import/Create Workspace in destination and proceed with the import.
 * Users can also decide to import in a different locations.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱喗鍊愰柡宀嬬節瀹曟帒螣鐞涒€充壕闁哄稁鍋€閸?
h2. Behaviour of different Import Options闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

*Workspace Objects type*

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
|Don闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱厽鎲哥紒?overwrite Data Only|Not applicable for the Workspace object type|
|Overwrite Objects and Data|Replace Current workspace.
 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 This option would help to update workspace metadata.|
|Overwrite Objects and Data ( With permission)|闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱喗鍊愰柡宀嬬節瀹曟帒螣鐞涒€充壕闁哄稁鍋€閸嬫挸顫濋鍌溞ㄩ梺鍝勮閸旀垿骞冮姀銈呭窛濠电姴瀚槐鏇㈡⒒娴ｅ摜绉烘い銉︽崌瀹曟顫滈埀顒€顕ｉ锕€绠婚悹鍥у级椤ユ繈姊洪棃娑氬婵☆偅顨婇、鏃堝醇閺囩啿鎷洪柣鐘充航閸斿矂寮搁幋锔界厸閻庯綆浜堕悡鍏碱殽閻愯尙绠婚柟顔界矒閹崇偤濡烽敂绛嬩户闂傚倷绀侀幖顐﹀磹閸洖纾归柡宥庡亐閸嬫挸顫濋鍌溞ㄩ梺鍝勮閸旀垿骞冮姀銈呭窛濠电姴瀚槐鏇㈡⒒娴ｅ摜绉烘い銉︽崌瀹曟顫滈埀顒€顕ｉ锕€绠婚悹鍥у级椤ユ繈姊洪棃娑氬婵☆偅顨婇、鏃堝醇閺囩啿鎷洪柣鐘充航閸斿矂寮搁幋锔界厸閻庯綆浜堕悡鍏碱殽?Drop and re-create.
 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱喗鍊愰柡宀嬬節瀹曟帒螣鐞涒€充壕闁哄稁鍋€閸嬫挸顫濋鍌溞ㄩ梺鍝勮閸旀垿骞冮姀銈呭窛濠电姴瀚槐鏇㈡⒒娴ｅ摜绉烘い銉︽崌瀹曟顫滈埀顒€顕ｉ锕€绠婚悹鍥у级椤ユ繈姊洪棃娑氬婵☆偅顨婇、鏃堝醇閺囩啿鎷洪柣鐘充航閸斿矂寮搁幋锔界厸閻庯綆浜堕悡鍏碱殽閻愯尙绠婚柟顔界矒閹崇偤濡烽敂绛嬩户闂傚倷绀侀幖顐﹀磹閸洖纾归柡宥庡亐閸嬫挸顫濋鍌溞ㄩ梺鍝勮閸旀垿骞冮姀銈呭窛濠电姴瀚槐鏇㈡⒒娴ｅ摜绉烘い銉︽崌瀹曟顫滈埀顒€顕ｉ锕€绠婚悹鍥у级椤ユ繈姊洪棃娑氬婵☆偅顨婇、鏃堝醇閺囩啿鎷洪柣鐘充航閸斿矂寮搁幋锔界厸閻庯綆浜堕悡鍏碱殽?All the existing Teams and Admin Assignment would be replaced.
 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐?

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱喗鍊愰柡宀嬬節瀹曟帒螣鐞涒€充壕闁哄稁鍋€閸?

*Content in Workspace.*

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛閹斥偓havior is the same as Objects in Public Content.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

*Object Level Authorization with Workspace*

The content Network transport user should be able to transport the content only he is authorized to transport.

_For example_ 

If there are 2 workspaces ( Human Resource, Finance ) in the ystem.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

User A is workspace administrator for only Finance. He should be able to see and transport only Finance content.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

The user needs to be an admin to transport workspace objects, as create workspace authorizh2. 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝庡墯閿涚€宔r of Priority

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

!image-2021-08-06-15-28-38-837.png!

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
"
